date,n1,n2,n3,n4,n5,n6
2023-06-27,6,21,32,40,43,45
2023-06-29,12,17,33,41,44,45
2023-07-02,7,23,24,34,43,44
2023-07-04,12,13,23,29,33,44
2023-07-06,3,20,38,41,46,47
2023-07-09,2,3,7,26,34,47
2023-07-11,4,9,16,24,42,46
2023-07-13,8,15,27,30,44,45
2023-07-16,5,9,19,25,43,45
2023-07-18,1,15,20,32,36,37
2023-07-20,2,4,7,30,43,46
2023-07-23,5,15,19,37,38,42
2023-07-25,1,5,26,30,35,44
2023-07-27,5,12,18,19,25,42
2023-07-30,2,14,18,22,23,41
2023-08-01,9,11,25,33,43,44
2023-08-03,5,9,34,39,45,49
2023-08-06,17,23,28,36,38,41
2023-08-08,1,12,19,28,33,45
2023-08-10,4,29,33,45,46,47
2023-08-13,3,20,31,32,35,45
2023-08-15,1,5,9,12,14,30
2023-08-17,3,4,7,10,13,29
2023-08-20,4,7,12,14,30,35
2023-08-22,10,20,24,37,38,40
2023-08-24,3,33,40,42,44,48
2023-08-27,8,11,20,22,33,48
2023-08-29,2,9,13,37,38,43
2023-08-31,10,26,30,31,47,49
2023-09-03,10,17,29,30,32,45
2023-09-05,3,12,17,24,43,44
2023-09-07,6,7,15,20,38,43
2023-09-10,1,3,15,22,42,44
2023-09-12,9,12,23,29,31,36
2023-09-14,26,30,33,38,42,46
2023-09-17,3,15,20,26,34,46
2023-09-19,2,17,28,33,38,41
2023-09-21,3,17,23,24,25,31
2023-09-24,4,20,21,23,24,38
2023-09-26,19,21,24,33,38,42
2023-09-28,10,14,18,19,25,34
2023-10-01,2,6,38,39,45,46
2023-10-03,9,28,29,32,42,47
2023-10-05,5,20,35,37,41,46
2023-10-08,13,20,29,35,43,47
2023-10-10,3,13,14,17,26,39
2023-10-12,2,22,25,26,33,39
2023-10-15,2,13,17,35,38,47
2023-10-17,2,13,20,32,33,48
2023-10-19,5,10,14,26,31,41
2023-10-22,8,11,13,31,38,44
2023-10-24,2,7,16,26,28,32
2023-10-26,13,14,26,27,34,38
2023-10-29,2,13,30,31,33,42
2023-10-31,16,19,26,32,43,45
2023-11-02,2,5,30,33,35,37
2023-11-05,4,16,24,27,38,41
2023-11-07,10,20,22,39,41,42
2023-11-09,11,19,30,31,41,47
2023-11-12,7,20,23,27,35,37
2023-11-14,1,7,16,27,32,39
2023-11-16,3,12,16,25,45,49
2023-11-19,15,16,19,24,35,47
2023-11-21,13,15,16,18,29,37
2023-11-23,8,11,13,32,36,39
2023-11-26,6,17,24,26,30,35
2023-11-28,15,19,24,27,30,31
2023-11-30,3,22,26,29,34,44
2023-12-03,9,12,27,31,35,42
2023-12-05,16,26,29,31,33,41
2023-12-07,3,14,19,24,33,39
2023-12-10,16,18,21,22,24,35
2023-12-12,21,28,29,30,47,49
2023-12-14,3,7,15,23,31,45
2023-12-17,2,6,7,15,29,45
2023-12-19,12,16,25,29,30,33
2023-12-21,2,8,14,16,22,23
2023-12-24,8,12,23,24,29,44
2023-12-26,6,14,30,37,48,49
2023-12-28,6,7,19,25,40,43
2023-12-31,6,15,22,41,44,49
