date,n1,n2,n3,n4,n5,n6
2024-05-25,3,17,20,35,36,39
2024-05-28,1,7,9,12,33,38
2024-05-30,4,21,22,32,33,34
2024-06-01,2,6,16,22,25,36
2024-06-04,11,16,33,38,41,42
2024-06-06,5,13,17,22,23,25
2024-06-08,21,22,27,33,35,36
2024-06-11,7,8,24,26,27,31
2024-06-13,6,9,11,28,30,37
2024-06-15,7,13,14,16,22,36
2024-06-18,3,6,19,29,37,38
2024-06-20,7,12,15,16,18,35
2024-06-22,7,11,25,27,30,40
2024-06-25,1,6,11,29,31,40
2024-06-27,18,20,21,25,27,33
2024-06-29,4,19,28,34,40,42
2024-07-02,2,3,20,21,30,41
2024-07-04,3,12,16,17,30,35
2024-07-06,3,8,12,29,32,33
2024-07-09,12,16,32,35,40,41
2024-07-11,7,8,11,23,36,41
2024-07-13,8,12,20,23,30,41
2024-07-16,3,6,17,19,32,34
2024-07-18,11,18,19,25,27,40
2024-07-20,15,17,23,27,29,41
2024-07-23,7,13,19,20,25,41
2024-07-25,12,16,18,29,31,33
2024-07-27,8,21,28,35,40,42
2024-07-30,3,5,33,34,38,42
2024-08-01,3,11,13,15,17,19
2024-08-03,5,7,11,23,32,35
2024-08-06,4,11,14,16,29,31
2024-08-08,8,11,12,17,37,41
2024-08-10,6,8,23,31,40,41
2024-08-13,3,13,19,21,32,33
2024-08-15,3,11,16,19,21,30
2024-08-17,6,7,11,24,41,42
2024-08-20,3,24,26,30,40,41
2024-08-22,2,6,16,24,25,28
2024-08-24,17,19,20,26,32,40
2024-08-27,3,9,12,23,31,41
2024-08-29,4,9,17,21,28,36
2024-08-31,8,9,22,24,27,28
2024-09-03,11,19,20,27,37,39
2024-09-05,7,11,13,21,23,30
2024-09-07,5,10,29,30,36,40
2024-09-10,14,18,26,32,33,42
2024-09-12,7,17,28,38,41,42
2024-09-14,9,15,25,26,29,38
2024-09-17,3,16,23,25,40,42
2024-09-19,2,5,8,21,26,27
2024-09-21,3,10,14,20,23,38
2024-09-24,4,8,16,19,34,38
2024-09-26,11,13,32,34,39,41
2024-09-28,12,18,30,33,37,42
2024-10-01,23,25,29,34,39,41
2024-10-03,3,19,25,28,35,41
2024-10-05,1,7,9,20,22,39
2024-10-08,8,17,18,38,40,41
2024-10-10,2,5,6,25,38,42
2024-10-12,12,14,21,22,28,36
2024-10-15,6,14,18,20,23,24
2024-10-17,1,4,7,9,20,30
2024-10-19,3,4,10,11,19,29
2024-10-22,4,9,10,11,25,29
2024-10-24,2,6,18,25,31,33
2024-10-26,1,14,22,31,33,40
2024-10-29,18,23,24,35,37,40
2024-10-31,23,24,25,35,39,40
2024-11-02,2,10,14,15,21,22
2024-11-05,2,10,22,24,34,35
2024-11-07,2,14,21,33,36,40
2024-11-09,6,7,9,18,27,37
2024-11-12,8,9,17,27,29,32
2024-11-14,5,7,10,12,19,37
2024-11-16,2,15,16,25,34,41
2024-11-19,2,6,7,9,12,21
2024-11-21,3,17,20,27,29,30
2024-11-23,2,14,18,26,40,42
2024-11-26,6,19,20,28,31,32
2024-11-28,8,15,21,24,26,39
2024-11-30,1,3,24,33,35,39
2024-12-03,4,19,26,27,38,39
2024-12-05,13,17,21,26,35,41
2024-12-07,5,6,13,28,29,37
2024-12-10,4,5,10,24,29,33
2024-12-12,18,24,31,33,36,40
2024-12-14,5,19,22,24,25,33
2024-12-17,14,20,21,33,37,41
2024-12-19,4,16,31,33,38,39
2024-12-21,8,12,18,27,38,42
2024-12-24,7,16,19,29,31,32
2024-12-26,5,12,19,23,25,34
2024-12-28,12,13,15,16,23,41
2024-12-31,9,19,20,26,27,41
